Tweet,Text Label
It's even better when each time you call Trimet  the miles stay THE FUCKING SAME. Grr...,Non-Bullying
yup - i hate not haveing energy.  Makes me impatient and crabby.,Non-Bullying
then eat  ass! Don't eat ass though  just eat...you ass,Bullying
damn...bird flu acting up again?,Non-Bullying
lol ur whale penis,Bullying
oh piss ur right. well hopefully we won't make it late,Non-Bullying
try McDonalds.. :P although the coffee sucks (wonder hw many outlets still serve it)   net access is pretty decent..,Non-Bullying
may be... but I hate them...!! cannot even imagine forgiving n forgettin..no ways..,Non-Bullying
I know there's a bottle of bourbon in that house. Hit that shit! Tap dat ass!,Bullying
That they do. Fucking sea cows. Where do they come off?,Non-Bullying
what the fuck is a google? (btw  excellent application of 'my china'. double point score.),Non-Bullying
don't ignore them  that'd be rude. send them obcene replies like  "your mother sucks cocks in hell." (C) the exorcist,Non-Bullying
Wow!  You sure have a freak magnet!  I only have one thing to say to you:,Non-Bullying
That is bad ass.,Bullying
and I HATE longview Cable I would rather have sat data before I to them,Non-Bullying
nerd!,Bullying
yes that is how you reply. Sorry Ava but I hate the Gecko. Lol.,Non-Bullying
well you go ahead and have fun. i'd better move my ass to study lol. haven't really started yet.,Non-Bullying
:( Damn. Did you smoke the last of your weed and forgot about the pizza cooking in the process?,Non-Bullying
Damn  that's just spaGROSS! I may change the name then. I thought it just had a nice ring to it. It really ain't that ghetto.,Non-Bullying
maybe you should give it a go. I tell IE that I hate it everyday and recently it's been very nice to me :),Non-Bullying
 17 hrs! Hah! Try it for a week like we did here in NH. Just kidding! No power sucks. Shows how dependent we are on "the grid!",Non-Bullying
i want a cat. they use litter boxes instead of the fucking floor. and yes  Natalie Portman is way cuter.,Non-Bullying
your kitty is so fucking adorable!!!!!,Non-Bullying
pretty damn good!,Non-Bullying
 Man that sucks.Sorry to hear hope all goes well,Non-Bullying
DAMN.,Bullying
it back safely...misssed this damn weather.  I think it may be too cold to go on my date  yo...,Non-Bullying
hahaha we would FUCK up some autotune. mo'fos would forget about T-Pain. word is bond. real talk talk. son.,Non-Bullying
dude  that sucks about your laptop. I hope you get that worked out. &#58371;,Non-Bullying
Ouch.  That sucks!!,Bullying
I hate the days when you feel like you are the worst mom ever. My therapist says they will remember the good days more  though.,Non-Bullying
good! i hate digg...it's way too gamed,Bullying
You've finally made it obviously - only the cool kids get hate mail,Non-Bullying
Hmm...gay marriage is a subset of gay rights  but they are not different animals entirely.,Bullying
you used to make fun of my list for never changing  next I switch it up and yet you hate (C).  I can't win.,Non-Bullying
#twitter showed the fail whale once since morning to me already! :),Non-Bullying
hehe not easy to get a big ass alarm clock!,Non-Bullying
Congrats mate!  That kicks ass!  You should post on the forum to encourage others :),Non-Bullying
dont hate me. i cant go either. cause the tickets are ridic expensive. and all sold out except for the most expensive ones.,Non-Bullying
its fucking adorable,Non-Bullying
damn straight i am.,Non-Bullying
ouch that sucks..,Bullying
Damn  just realized you're moving here to Boston to work for Harmonix (rock on  and congrats!),Non-Bullying
Sorry  that was my loser speech pathologist swallowing therapy strategies coming out  LOL.,Non-Bullying
I gave really good gifts... LOL. Damn the man!,Non-Bullying
i saw you had this thing so i made one too. loser i know ha,Bullying
thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D,Bullying
sigh.. I can telw you because altho you'll laugh at me at least you won't think I'm a freak or tell anyone.,Bullying
dawns a Fucking twat and @occultclassic that is the best song on the album,Bullying
damn yeah,Bullying
Last time I was on a train was in Europe in 2001  but damn if I don't think of Hogwart's Express every time I think of them now,Non-Bullying
I hate input managers.  I really wish there was a way to opt out of loading them in individual cocoa apps.,Non-Bullying
Wow  that sucks. Glad u made it home OK!,Non-Bullying
It's kinda like "2% milk." Sounds great! Only 2% fat! But whole milk is 3.5% fat. Oh  not such a big deal anymore.,Non-Bullying
@nsakes Fucking Twitter  ok can I come see it?,Non-Bullying
yes  something like 60db @ 23 feet  so Cessna-level but damn power is good! @rockyd  I won't ever not have one again!,Non-Bullying
why do you eat so much you fat bastard,Bullying
lol. I know  she's a mess. But ya ass was not getting up.,Bullying
Don't worry  it's free!  And @Goodeye says it's got easy achievements  if you're a gamerscore whore like me. ;),Non-Bullying
Then I would be gay and I would kill myself. Don't become a boy  please.,Bullying
we peak mid 90's but it's dry and daylight goes on forever (or so it seems) but winter sucks!,Non-Bullying
Oh no! I hope you're okay. I've taken a tumble on many escalators in the T  and it sucks every time. :(,Non-Bullying
omg dude! im so sorry!! that totally sucks. is it bad??,Non-Bullying
my mom said the same thing to me last week...I hate my hair right now it's terrible lol,Non-Bullying
I hate those things I walk haha don't care how far it is!,Non-Bullying
yeah thattttt...sucks. i wonder why those things set the alarm off hahaha hm!,Non-Bullying
yeah those darn gay alarms at CVS.....,Bullying
yeah it's terrible but tell ya the truth I'd hang any political figure from my Xmas tree I hate em all lol,Non-Bullying
I don't think you'll find it on I-10 only on I-45. Hubby woke up and noticed that I haven't slept. Bah. Ambien sucks.,Non-Bullying
the new FB sucks where-ever you are. I'm can barely force myself to use it.,Non-Bullying
yeah  im pissed. liek my body is tired  but my brain isnt  or is it the other way around? fuck idk anymore,Bullying
uuummm....FUCK! try again?..... http://tinyurl.com/75wwrp,Non-Bullying
fuck!!! imstars. aufeminin. com/ stars/fan/ my-chemical- romance/ my-chemical- romance- 20080121-366383. jpg *take out spaces,Non-Bullying
Aww man! Dat sucks. . But at least ya got something to fall back on! Now GRIND HARD! I LOVE YOUR SONGS!,Non-Bullying
Yea that is some BS! I HATE MESS LIKE THAT!,Bullying
what sucks is shelling out dough to Microsoft for XP..  Can I even get that anymore?,Non-Bullying
OMG  you fucking got them didnt you?!?!?! I'm so jealous!!!!,Bullying
oh yeah! Radios powered by pork fat!,Bullying
Go back to your pork fat radio!,Bullying
u always got the fly ass profile pics. im jealous :( merry xmas numba!,Non-Bullying
was it the Nigella coca cola ham? that pig rocks!,Bullying
no bike for me this AM @BrandDNA piss off  damn u and ur Aussie sunshine!,Non-Bullying
Yes. I've officially decided I need to be your gay best friend. Mainly cause I need consolidating for clothing...,Non-Bullying
Fuck  don't even get me started. As soon as I saw "Animal Fri--"  I was half way to creaming myself.,Non-Bullying
True True... but... you're still a whore. BUT ITS OK! I am too. &lt;3 Although  I don't think whores can have scruff.,Non-Bullying
Fuck that shit. I told people... "DON'T MAKE THAT ACCOUNT!" and someone had to do it. Fuck that shit.,Bullying
I miss you you crazy fuck.,Non-Bullying
hey  fuck you &lt;3,Bullying
Happy Birthday Zarlom. You're my favorite cunt.,Non-Bullying
"""Wiggle Wiggle""... more like  ""I'm flying to your house... ripping off your dick. Then I'm going to drench it in Kool Aid."" GOT ME?!",Non-Bullying
that song is so emo to me,Bullying
I hate it when WTM boards are down! I need my fix! ;-),Non-Bullying
I'm sorry...that scene is fucking disgusting  RAWR.,Non-Bullying
ikr? It's so fucking gross. GET ONLINE AND SAVE YOURSELF FROM THE 'TARDFULNESS.,Bullying
Lol I missed this due to fail whale but I KNOW you probably were up before me...,Non-Bullying
somewhat. now i know what i whiney  stupid bitch Bella is. :) i got it basically for my mom though.,Non-Bullying
takes alot more than a 3 hour long ass movie lol,Non-Bullying
damn  and i hear i go... i was all ready to get in on the joke lol,Non-Bullying
the punk ass pistons?,Bullying
ur smater than me then. last year  i was out on nye sick as fuck. came home with pneumonia,Bullying
FUCK YEA! THX! Id like to thank all my influences from my grandma (rip) to Sam L.  id also like to thank myself for being great!,Bullying
theres places to eat at LA Live tho. I need to fuck with over there..,Non-Bullying
LMAO!! Hot sauce indeed!  but sheeeeit. you can take a picture of @shaydechelle wrapped in ME! fuck the dumb lol,Bullying
so woman asked me for help to find something and I was like I'm sorry Mamn I don't work here she goes well what fucking good r u?,Non-Bullying
nah  i told him to text me when he gets off; i hate texting him @ work because he takes 4-&gt; to respond! lol,Non-Bullying
i hate when that happens.,Non-Bullying
nothing says you love him more than wooly ass sweaters and gift certificates for beer!,Non-Bullying
yeah and its really cute that i filmed two weddings that need to be edited and I CANT because my uncle sucks hard.,Bullying
ha i hate rain  QTpie,Non-Bullying
I'm not sure I can know you anymore.  Why do you hate freedom?,Non-Bullying
O BITCH PLZZZ  ITSAH HAIRFLIP.,Non-Bullying
it's never been as bad as that first round but it still sucks when it comes back - I think I'll pour a drink ;),Non-Bullying
I take that back - I am so not a whore  but I would def play one on tv.  Haha,Non-Bullying
I really like Brad Sucks.  Not to mention he's a sweetie.,Non-Bullying
damn right it should!  It's a mighty fine word!,Non-Bullying
haha I love how much of a nerd Obama is...,Non-Bullying
ARGH!  I hate that too!,Bullying
Oh  the ONE TIME someone goes nuts on a bus...Manitoba is pretty crazy itself...fuck you  Ben.,Non-Bullying
gah!  Damn you spoilers!  I'm only on season threeeeee!,Bullying
That sucks...don't people have anything better to do...so sorry this happened to you.,Non-Bullying
Oh man...that sucks!,Bullying
whooo.  did you have to choke a bitch?,Bullying
send some over my way  all i listen to is those old ass mixtape shits on youtube. spongebob in bball gear,Non-Bullying
i hate u! Jk.. But u can keep it.,Bullying
she took $60 from me  $50 from my sis 2 separate nights.  She says her stuff was jacked too.  Don't buy it. Betrayal sucks.,Bullying
following your link . Had been recommended them by a music freak friend before but never followed through. I like the video,Non-Bullying
...dude  I&#8217;m a producer and exporter of IP content which COSTS to make and I don&#8217;t live in a mansion. And I hate hypocrites.,Non-Bullying
...fucking coded shit. I don&#8217;t watch old TV shows so I've only see the new Dr. Who  the stuff since the reboot. Loving David...,Non-Bullying
Good you are tracking your body fat percentage! Some people would be disappointed with 2lb  but great numbers!!,Non-Bullying
His name was Richard Bell and he was also a fireman who rescued 12 old people from a tenement fire. NOW who's the dick?,Non-Bullying
You're still alive? Well  damn  I just lost a bet.,Bullying
Damn. I got bammed. Wonder how many @glark reads.,Non-Bullying
I wish!.....I'll be over here in Jersey where the snow is falling.....which sucks!,Non-Bullying
OH my I hate beer...I have some Francis Ford Coppola Pinot Griego making me an offer I can't refuse,Non-Bullying
damn straight...if you give banks 700 billion $ and they then hoard the $ wouldn't it a better idea 2give it 2 us we can hoard,Non-Bullying
I LOVE THOSE FUCKING THINGS!! bring me some! :),Non-Bullying
yay!! i get to see your hot ass like next week! :),Non-Bullying
way to not text me back DICK. :P,Bullying
but i thought every dude was a douchebag trying to fuck a pair of tits. way to not be. lame.,Non-Bullying
fuck yeah they do!,Bullying
also  it's been worth it for the phrase "I'm too tall  I'm too old  I'm too fat  and I HATE IT!" Thank you  Jeremy Clarkson.,Non-Bullying
 DITTO! I got your Christmas present yesterday  I think you will like it. (duh; like i would get it if i thought you'd hate it?),Non-Bullying
holy fuck.,Bullying
already spent  and it had to be programmed with a special machine. Fuck you car. But thanks!,Non-Bullying
and I are getting our fat on at Zaxby's!!! Diet starts tomorrow!! in Cordele  GA http://loopt.us/I0A8qQ,Non-Bullying
i got the whale too.  :(,Bullying
damn  pete!i havent seen u in so long  iz about to send out the St. Bernards. particularly cuz they bring bourbon and such. u good?,Non-Bullying
damn.. maybe ur next twitmance will be whole ass..,Bullying
sucks 2 b washed up.. gangstas paradise was the shit,Bullying
Nah  high in calories. Hold on and ill send a delicious low fat picture,Non-Bullying
HOT DAMN! Congratulations!,Non-Bullying
the Tostitos Fiesta Bowl (man  I hate corporate sponsorship in sports). Shit. I wonder if I could get work to fly me to Arizona?,Non-Bullying
aw dammit  I meant to call @graemem a lame-duck Scotsman. Thanks for fixing my lame-ass miss of a joke!,Bullying
@hermanos @jamessime wow I totally know that fine line between love and hate! #dead_by_january_i_didnt_sign_up_for_this_shit,Bullying
Thanks! But now it means we're talking about readers who hate it in the present tense ;) (Feedback quite positive overall though),Non-Bullying
I heard it sucks...The effects were nice but it was a bad remake of the original.,Non-Bullying
I NEED A DAMN IRONMAN IM GONNA CRY!!!!,Non-Bullying
GET YOUR ASS BACK HOME,Non-Bullying
I learned that making a full pot of coffee with a single serving press is a wicked pain in the ass. Ordering 8-cup from Amazon,Non-Bullying
I HATE when that happens.,Non-Bullying
I never watch those show or even read the lists because they invariably piss me off.,Bullying
That's your problem - fireplace sucks all the air up the chimney - only way to heat your house is to make air duct from outside.,Non-Bullying
I would think he's cute but we had bats on our attic recently  and I freak out about rabies and my toddler! I bet he's cute!,Non-Bullying
dont hate. its coming along NICELY. me and nepa.... we're goood. :),Non-Bullying
for real?  That sucks. I have hosting there. You might want to trty Dreamhost. ;),Non-Bullying
twitter is like elvis  love it or hate it  but thousands of fans can't be wrong  read into it :) http://is.gd/c6VM,Non-Bullying
damn  nice concept! gots to check with the brother vic though...,Non-Bullying
damn  weird.. a friend told me the sound of the mic wasn't in the streaming though... anyway  the pics are nice! hehe :),Non-Bullying
So find someone who can play the violin really well... and beat his ass...? xD *slinks back into hiding*,Non-Bullying
Eh... me looking at pages and pages of pictures of naked gay japanese boys isn't helping me much....,Non-Bullying
 got on http://openzap.com saying: Check Out Todays(12-09-08) HUGE Daily Nerd Links Post! #digg(http://ping.fm/F3AKA)  #flo ...,Non-Bullying
 got on http://openzap.com saying: Check out todays HUGE Web Development/Design Daily Nerd Links Post! http://ping.fm/4Gnjj,Non-Bullying
amusing thought... I'm not leaving my gayborhood. I love where I live. I heart gay people. Great food & shopping  friendly  safe...,Non-Bullying
remind me to tell you about screaming at our fat naked neighbor at our old place.,Non-Bullying
lol Jose I fucking love you lol.,Non-Bullying
Wow! 15 degrees and no power!  Definitely sucks!,Non-Bullying
YES!  that place has damn good Bar-B-Q.  MMMMM  I'm jealous.,Non-Bullying
damn Vness finesse,Non-Bullying
Abrams is Scorsese compared to Lucas. I'd just hate to see Trek and Wars get too similar. Plus I'd explode with fanboy jealousy.,Non-Bullying
Damn the consequences.,Non-Bullying
why is his best friend such a bitch? the hell is his problem?,Non-Bullying
he's a retard. shouldnt he be old enough to know to not  be so damn nosy and butt in on peoples relationship.,Bullying
first off you knew her ass was going to become one either way she was already engaged to e married so of course she sealed the deal,Non-Bullying
about damn time,Non-Bullying
must do you head in having an application that relies on Twitter working.  Still fail whale is less conspicious these days.,Non-Bullying
I'm hesitant on breaking the seal. I made him check my balance three times & when my contract ends. Feeling guilty. Meh. Sucks.,Non-Bullying
I'll spare you with horror stories. Believe me  I'm a wimp now and hate those things.,Non-Bullying
lulz just read bout the guy who asked u out with a prego gf  what a dick  he should be wit her,Non-Bullying
oh I hate disappointing kids - I figure the stress of the connection starting late teaches them a lesson for next time,Non-Bullying
don't hate  I totally also have a creepy crush on judge alex!!  he's a good looking man!,Non-Bullying
I would but all I can see right now are those ass hole cockroaches.  *grumbles*  Sleep well!,Non-Bullying
Just keep your head up...you kick so much ass...,Bullying
Yeah. I'm not going to go offf about how long the DN 3D remake has been in development  but damn!,Non-Bullying
I didn't call her fat at all! Keep your fucking nose out of other peoples business!,Bullying
LOL and I have missed the 12.55 as the freakin fat b*tch won't let me in! :O,Non-Bullying
Baby-fat Obama. Honestly that doesn't look like the guy. But that does look like a Hawaii joint. I'm just sayin'.,Non-Bullying
lol no doubt. @latinas yeah they will cut yo ass in little tiny beans,Non-Bullying
I hate to sound unprofessional... But is this THEE Chino XL!? The one that shook up the industry a few years back with his lyrics?,Non-Bullying
oooooooohhhhhhh sh*t! Damn where all the white women at! Come on! Hahaha (so is that why celebs "crossover" when they make it),Bullying
I remember and that's why I loves that ass. U make me feel special. Lol,Non-Bullying
u better answer the damn phone,Non-Bullying
u been on here all of 2 days and bout to pass me in followers... Damn homey!? In high school u was the man homey! @theflygirl,Non-Bullying
oh THAT'S what a bro gotta do now to get a REE-PLY!? I gotta do it like that?! (My bad  but Damn girl),Non-Bullying
lord knows with my name Ive been called many damn variations..But ok truce..Put my Z back. U get ur slithering S's *cuts eye*,Non-Bullying
confessions? i was so horny one time i used a tiny trash bag 2 fuk the block whore. and it bust!!,Non-Bullying
nah the ass whoopin was serious. But I can see he didn't want me getting too "hooked" at an early age... Oowee too bad,Non-Bullying
damn i didnt kno anyone still went there,Non-Bullying
Pig passle?? You northern folks are a bit strange. We barbecue our pigs in the south!!,Non-Bullying
morning man.. damn whenever did i update this thing.. aah 4 days ago eh.. much has happened since then *scrolling*,Non-Bullying
the fuck is that?,Non-Bullying
That kid sounds like such an ass and so full of himself!,Non-Bullying
Damn--and it's in the 50's in upstate NY today!,Non-Bullying
Damn...that's what happens sometimes though. We never know. Make every moment absolutely count. That's all we *can* do.,Non-Bullying
hot damn  can you give me a full rundown of that so i can let all of nashville know. ;),Non-Bullying
Its a damn dirty rumour  much like the one with philip seymour hoffman as the penguin. that one  though  i wouldnt mind.,Non-Bullying
I totally forgot it was your birthday  man! I wouldve called. I hope you had a killer fucking time.,Non-Bullying
yes  they have. any supermarket should carry it (trans fat free Crisco.),Non-Bullying
And I hate godaddy's site so I'm having trouble changing it back AAAAGH!,Non-Bullying
I gave up on SATC when she did what she did to John Corbett! Never liked Mr Pig  I mean Mr. Big.,Non-Bullying
you were first to reply with Rudolph. Did you know the dentist elf & misfit theme was really about being gay & not fitting in?,Non-Bullying
Hope b/c Im a cynic & I dont xpect much from society. Therapy b/c I believe in kickg ass if screwed with :D,Non-Bullying
ah damn.,Bullying
damn what happened?,Non-Bullying
i can fuck with birdwalk..cuz it's a dance beat..but that stupid yes sir..HELL NO!! eat a d*. LOL gucci bandana is aite. not hott,Non-Bullying
wats wid the 3469 .. omg... u're on twitter ... U gave in to the phenomenon .. Folie a deux postponed what the fuck ???????????????,Non-Bullying
my leg sucks.. I can't frickin' walk and mom is screaming at me to go all the way fopr tution even though maam said ok .,Non-Bullying
I hate those fucking hash tags.,Bullying
the light in here sucks  buy here is The Tank and wife  http://twitpic.com/trf3,Non-Bullying
dick and bubble gum. Thats what used to work for me lol,Non-Bullying
you want me to pick ya up something? and yes that is what sucks about down at the house is there is hardly ever any food t ...,Non-Bullying
some loser had already. He did Daniel by elton john,Bullying
Damn bro  double cheeseburger with mayo? You're speaking my language.,Non-Bullying
nerd glasses lol mine are sexyer,Non-Bullying
was  and will later when i feel like it. and you damn well i was. @MiZzJeSs i just moved back to FL from philly lol,Non-Bullying
A pussy on my cock on my pussy  if you wanna take it further. ;),Bullying
I've been called a pig  if that helps. Recently  even,Bullying
damn you.,Bullying
that sucks  who?,Non-Bullying
left and right both... damn i'm tired! how are you going back at work?,Non-Bullying
Um  I so want to ask  but shudder to think about what the answer would be to where @melissa808 gets her "fag cream".,Non-Bullying
Hahaha!  Well take care then. We would hate to lose you to your homeland anyways.  Come back safe!,Bullying
You feel kind of stupid doing it  but it worked wonders for my timing. The kids hate that I'm beating them on that one.,Non-Bullying
She did indeed. Fancy joining me for a triumphant hillside piss this afternoon?,Non-Bullying
and you're a smug cunt  so it must be true!,Bullying
fuck yo moustache you young ass nigga. Step yo beard game up,Bullying
fuck you and miami Jake. Its like 17 degrees out here.,Non-Bullying
I might get in a snowball fight out this bitch!,Bullying
thanks Jen.  We hate to cancel  but don't want anyone having accidents trying to get there.,Non-Bullying
what if it could be all 3 that would stink on 2 levels  but I bet it is a fat bonus  or ur picking up his backyard,Bullying
damn  that was quick. thanks! will look into height stuff  but position: relative did the job.,Non-Bullying
damn  i'm jealous - i could really go some of those dumplings right now.,Non-Bullying
Purges are awesome - unless racially  religiously or gender-based. Then it so awfully sucks.,Non-Bullying
*jaw drops to the floor* did you just call brendon a whore????!!! * Z snap* no you just did not. lol. he is not a whore,Non-Bullying
*gasps* he hasnt done it so there for he is not a whore.,Non-Bullying
you hate me now dont you??? getting a twitter isnt enough for you??? fine... *shuns*,Non-Bullying
Damn  it feels good to be a gangsta?,Non-Bullying
but worth the cost and pain in the ass when you see all your boston pals... right?,Non-Bullying
very cool! did 250 minutes of walking this week - shooting for 300 next week! have set up FB group for pig team - ru on facebk?,Non-Bullying
and I'm really sorry about your friend. you're right - MS sucks in a major way.,Non-Bullying
I love u too boo! Sexy ass wesleyclouden!  ;),Non-Bullying
thinks my Barkely impsn8n sucks  but he's "a knucklehead..and isn't in my fave 5...trrrble",Non-Bullying
I love the fail whale too. It's so smiley!,Non-Bullying
newegg.com.... once u know  u new egg.... can get a 500 gig for fucking 30 bucks on there,Bullying
damn dude what happened?,Non-Bullying
on a crack pipe  that's about it. fuck him. he was wack from day 1  don't let the radio fool u,Non-Bullying
I'm movin if it's a no. Oh  but I can't sell my house can I and as for getting another job well...damn I sound like Rick Spleen,Non-Bullying
I'm going to fucking Florida on Friday. FUCK THAT SHIT,Non-Bullying
a semicolon sounds like some sort of gay sex act gone wrong,Bullying
Hmm  maybe I crossed wires w/1 of you & @allisoncarter. Who called who nerd & was correct as geek? Me moving 2 fast 4 fun.,Non-Bullying
agreed. Continues to piss me off too.,Non-Bullying
i spent half an hour in that damn maze of roundabouts :-0,Non-Bullying
No wonder Outlook sucks...,Non-Bullying
It's sucks..lol  cause any other time I'd be fine with 1 meal  but because I cant have none  it's driving me nuts..lol,Non-Bullying
I hate it when you get "blue" teeth. LOL,Bullying
Nice robot post!... LOL&gt; I hate those cheesy responses too.,Non-Bullying
tell her I will wrestlher and loser gets to clean my office,Non-Bullying
Can't hear that blip  still in this damn line. BTW  if Malicious isn't already taken  let's start a band.,Non-Bullying
I know Ripley lives - I don't think the others do. Sucks to be them!,Non-Bullying
you're a European so stop being a bitch to @mbites or I'll stop buying your chocolate  of which  I once bought 22 kilos :),Non-Bullying
fuck i love barry manilow,Non-Bullying
hmmm I hate cats (sharp claws  teeth) but like yoghurt. What to make of this???,Non-Bullying
Hate to bring this up  um  but did you see how ur last tweet came out?,Non-Bullying
am I too emo? http://snipurl.com/7rq8p,Non-Bullying
hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in,Bullying
cool T damn! That's funny.,Non-Bullying
 Damn :(,Bullying
:(  sorry..that really sucks.  and right before the holidays.  bah humbug.,Non-Bullying
@Urban_Lindsay  good find! I'm a huge fan of the Fail Whale. I'm totally buying a shirt: http://www.zazzle.com/failwhale,Non-Bullying
how did you blog my own video before me?  Damn you're fast!!! I didn't even finish editing the youtube info yet!!! LMAO,Non-Bullying
Wow so you got hit pretty bad with bad weather too huh  that sucks. Good Morning to you as well :),Non-Bullying
That sucks  ya Ive been waiting on this book from Amazon  was suppose tpo have it in Aug. then Dec. 10th now in Jan...irritating,Non-Bullying
Thanks &a Pleasant Good Morning to you :) Yes I work at noon but have alot of running to do before that I hate hectic mornings,Non-Bullying
@indyank @harisn Sucks for me everytime..  Every single time.. and today the most.. :'(,Non-Bullying
I totally agree. Hate it when people Tweet out every thought they consider mildly clever. That's why I dropped @guykawaski,Non-Bullying
Fuck yes I do!,Non-Bullying
I'd much prefer to send out my work message via twitter.  I hate having to add the fluff to my emails so that no one gets upset.,Non-Bullying
during my short live here i have learned to hate twam (=twitter spam) someone wrote about it http://tinyurl.com/555cqr,Non-Bullying
yea! i wonder what that's all about. i'd hate it if AGAIN the highlight of the epi IS the preview  we never get much more than that,Non-Bullying
I always forget about Yelp  but it's pretty damn useful. Thanks for the tip!,Non-Bullying
Also that one's not really a vampire film it's more of an emo film. Vampires are only there for added sexual angst.,Non-Bullying
sakoyo hahaha smart ass!!! laughing in my boots...hahaha...still laughing...not! Nah not sad...I dont joke like that anymore..haha,Non-Bullying
dude  it was your birthday?  Damn you!  You foiled my foolproof "never miss a birthday coz Facebook reminds you" scheme.  Hpy Bthdy.,Non-Bullying
used to not fucking me? i saw nikki the other night btw.,Non-Bullying
I hate taking down the decs. Everything seems so bare...I'll leave my favourite robin up until Tuesday  though.,Non-Bullying
i want to call him disgusting but i cant :| @wordsliveinlies he's 20. @Scrappys_girl he is gay.,Non-Bullying
...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.,Bullying
 damn 'reply' button ... -.-,Bullying
Too-fucking-right. Im still a NIN Virgin... a VirgNin ... lawl.,Non-Bullying
it is! Experimeting loads with it. I hate the uk and it's lack of things to do...,Non-Bullying
ah that sucks. Yeah freshness  even the word is refreshing. Anywho gotta be up early tomorrow  long day at work. Goodnight!,Non-Bullying
agreed.  UGO sucks ass,Bullying
yeah more like I stood and then sat down after awhile. Hate you.,Non-Bullying
@cjb2m5 I hate you both. And yes  i'm in bloody England.,Non-Bullying
LUCKY. fucking love Bacon.,Non-Bullying
Cold sucks... =(,Non-Bullying
srsly?? i hate MySpace bc it IS SO disorganized. yes fb is accumulating more apps and ads but not nearly as much as myspace,Non-Bullying
The 4 major food groups are sugar  salt  alcohol  and fat. At least the American diet is.,Non-Bullying
(And damn those typos!) lol,Non-Bullying
Damn straight. I just don't understand it. I was born thinking like this. I'd like to believe everyone else was  too... we'll see.,Non-Bullying
That sucks :-( There're 2 in Leeds that I know of. Small print also says you can use it in the House of Fraser Gap concession,Non-Bullying
fuck continental!!! Though the prop plane was actually nice!!!,Non-Bullying
it's the damn music  ugh  terrible!,Bullying
ooooo!! Feel bad now cause you thought wrong about that. I sent my tweet in right after your nerd tweet.,Non-Bullying
Not yet  I hate buying a new phone now because I know that lots of new stuff will be announced in Q1.,Non-Bullying
If we could cover the debt  that would be one thing.  But  we produce nothing but fat kids and corn.  We can't even make cars!,Non-Bullying
I hate when that happens. Let me guess  Sales  and Marketing need new web reports?... :/,Non-Bullying
oh yeah I hate that feeling. Especially right before bed. Have you tried booze? :-P,Non-Bullying
tak to si snad ani nemel psat... ted to budu muset stahnout a hrat.. damn.. a to mam ve fronte Fallout  Brothers in arms a dalsi,Non-Bullying
Also  you are not Canadian  fuck.,Bullying
yeah... it sucks...,Bullying
And yes  a low-fat diet will definitely help!,Non-Bullying
any guy who wants to engage in a conversation about being an asshole  and who calls himself a whore on his own blog  is worth it.,Non-Bullying
I'm just here to make sure he doesn't embellish things with those fancy-assed words of his. Good words right order my ass ;-),Non-Bullying
about damn time... oh  I mean  that sounds great sir.,Non-Bullying
i hate those DIY post office things here in #ALB. no matter what the lines are still insane.,Bullying
rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.,Bullying
dang that sucks. If i lived close i'd go help  though i am not handy. mostly for moral support.,Non-Bullying
I hate chris,Bullying
Ha i fucking love it!!! ask for a feature and it's live in 5 minutes. LOL that is no longer my world,Non-Bullying
I just bought him a Master chief action figure (not a doll- he says) and a light up Cortana for xmas!  Nerd!!!,Non-Bullying
Why do you hate America?,Non-Bullying
u know what................. ima put jourdan on your ass.,Bullying
awww damn. i was lookin forward to it. do will and rosario have crazy chemistry tho? im thinkin jada musta stressed this 1.,Non-Bullying
here's a whole damn post with a scribd presentation (how many social media...)..: http://bit.ly/THmH,Non-Bullying
I think you just answered your own question there. But yes  I did look like a retard.,Non-Bullying
I survived mass layoffs for the last 7 years. For the last 3 years we've been told we're muscle  not fat.,Non-Bullying
omg that so fucking sucks,Bullying
holy fuck! 5-14 ALREADY! so what does it snow everyday over there and in the summer does it rain everytday? buurrrrr i&lt;3 N VA,Non-Bullying
we are fucking cursed we started 6-2 wtf it always happends,Non-Bullying
rather do it now then either mid-night or 7 o-clock in the fucking morning lol,Non-Bullying
Damn. You really *are* the Craft Mafia now.,Non-Bullying
sucks to be you...I have stopped traveling for the holiday's and your starting...too funny,Non-Bullying
fuck. :( &lt;3,Bullying
You know what's going to happen at 7:00pm central? An announcement will be made that OU still sucks. :-)  (PS I think UR right),Non-Bullying
I just used "my blubbery ass" in a blog post. Surely you can use "ballsy"....  ;),Non-Bullying
R you pregnant or Fat?,Non-Bullying
haha! i'm such a nerd!,Non-Bullying
I stand corrected.  Actually that is why I live in Michigan.  I'm a fat old guy and can't stand the heat ;),Non-Bullying
fuck fox news...,Non-Bullying
this sucks ass!,Bullying
fuck yo couch! In yo face!,Bullying
damn that sounds soooo good right now  *jealous*,Non-Bullying
FIRE HIM!!!!!!  lol lame ass mofo....,Bullying
